Epoch,Train Loss,Train CE Source Loss,Train CE Target Loss,Train Source Acc,Train Target Acc,Val CE Source Loss,Val CE Target Loss,Val Source Acc,Val Target Acc,Train Time (sec),Val Time (sec),Epoch Time (sec)
1,0.7741159414904626,0.6824501085199199,0.8900453328264576,0.7602166420482521,0.6649433776464796,0.5240108273371434,0.9239199183241299,0.829928624169333,0.70908195914349,277.7978763580322,58.07939386367798,335.8789689540863
2,0.5808233954177473,0.5077579712439264,0.7796359566970743,0.8316715903495815,0.7242122107336287,0.5509329131750998,0.878072418545726,0.803347280334728,0.7117893182377554,102.7672815322876,12.994845390319824,115.76356768608093
3,0.5112256455867529,0.4421344080445568,0.7307358586336227,0.8567823732151649,0.7503692762186115,0.4529656186175411,0.6448787670255206,0.846418902288949,0.7674132414472065,101.97255182266235,12.46460247039795,114.43863034248352
4,0.45223696882768194,0.3864484659149869,0.6540258071036364,0.8727227966518957,0.7783727227966519,0.3690494611554917,0.5455670502571351,0.8744769874476988,0.817622446468127,102.93542313575745,11.586272716522217,114.5233256816864
5,0.39430888421954574,0.33063019866399845,0.606198278203027,0.8885401280157558,0.7991137370753324,0.3374519362374535,0.5628158944509254,0.8907211420132907,0.8075313807531381,102.7569797039032,11.1748526096344,113.93333268165588
6,0.36386979111951306,0.3024599657585209,0.5832825597872704,0.9023264401772526,0.8081610044313147,0.3608824326990274,0.5777031718995106,0.8828451882845189,0.8102387398474034,102.47846555709839,11.330207109451294,113.81012773513794
7,0.3268200206762461,0.2672916393688546,0.5661252809386721,0.9157434761201378,0.8186238306253077,0.3840902584866001,0.5236849538099875,0.8806300762983017,0.8397735663302978,102.2530300617218,11.829869270324707,114.08439803123474
8,0.29402869901652406,0.23723815062373568,0.5462839308775803,0.926698670605613,0.8342565238798622,0.3344235828276077,0.5459276490645135,0.8939207482156042,0.8449421609648043,103.27412033081055,12.353420734405518,115.62924647331238
9,0.2739791554925713,0.21662582854723356,0.5635295464656789,0.9348842934515017,0.8365952732644018,0.36325179478701425,0.4714613396297556,0.8845680531626877,0.8538026089096726,103.36135077476501,12.781660556793213,116.15072584152222
10,0.24853263939911951,0.19115049568252984,0.5617390877064198,0.9433776464795667,0.8426267848350566,0.36379797651413887,0.5070562773873998,0.8919517597834112,0.8513413733694315,105.26590704917908,12.714887380599976,117.9826443195343
11,0.22820246982668374,0.17150679016637133,0.5561466448372189,0.9500246184145741,0.8435499753815854,0.38972829126413894,0.502536951409987,0.8907211420132907,0.854540979571745,102.68293190002441,11.733093976974487,114.41766929626465
12,0.21215793190332308,0.1566679894737074,0.5366959046335833,0.953902018709995,0.8545051698670606,0.37129398541529135,0.503754534848711,0.891459512675363,0.8648781688407581,102.39458417892456,11.445112705230713,113.84123754501343
13,0.18937050712953818,0.13519945670632763,0.5165541916975595,0.9624569177744953,0.8682299359921221,0.38317490542372135,0.5418156298207967,0.8963819837558454,0.8683238985970957,103.19999766349792,12.318313360214233,115.51992988586426
14,0.18479289463709753,0.1308336709151416,0.5117528034967487,0.9623953717380601,0.870876415558838,0.39342064736307825,0.4734541835850634,0.8939207482156042,0.8732463696775782,104.41150498390198,11.665502548217773,116.07920384407043
15,0.16961415220604104,0.11774144353778829,0.4676814369567505,0.9671959625800098,0.883985721319547,0.4230684661642249,0.4762744480038464,0.8941668717696284,0.8904750184592666,103.24803161621094,13.577956199645996,116.82762217521667
16,0.16375872324409302,0.11310448689025826,0.48152930058395843,0.9697808961102905,0.8844165435745938,0.39324732251335126,0.5364843125475941,0.8926901304454836,0.8700467634752646,102.45880627632141,12.602270126342773,115.06288456916809
17,0.1554148536522156,0.10362405243642896,0.4863565036745449,0.9734736582964058,0.8861398325947809,0.40852229393617057,0.38248714640344156,0.8973664779719419,0.8993354664041349,103.10976600646973,12.138196229934692,115.24943113327026
18,0.14335716769451404,0.09329813012783565,0.45314850010883917,0.9753815854258986,0.8973412112259971,0.4211751817409962,0.4632634141565161,0.8966281073098695,0.893428501107556,102.49817872047424,10.755347728729248,113.25503492355347
19,0.140757842817546,0.09402743294185778,0.4378522107407913,0.9747045790251108,0.8990029542097489,0.44102652481322274,0.5365750058484201,0.8924440068914595,0.8717696283534334,103.09420847892761,11.21415090560913,114.311115026474
20,0.13155879923484115,0.08417987807895502,0.44309373103460026,0.9782127031019202,0.9047882816346627,0.44843415899462163,0.46971880884232736,0.8961358602018213,0.8929362539995077,102.81610536575317,11.831877708435059,114.64957308769226
21,0.12147529185064053,0.07907482884926992,0.4204584387413504,0.978889709502708,0.9075578532742491,0.45015581993378356,0.3915778497903769,0.8963819837558454,0.9150873738616786,103.55269479751587,11.946519374847412,115.50123715400696
22,0.11001977422983114,0.06956542352698689,0.3882508244253567,0.9825824716888233,0.9164204825209257,0.44934654674476043,0.3455784908552461,0.8944129953236525,0.9202559684961851,104.134197473526,11.389210939407349,115.525226354599
23,0.11542462905504797,0.07485405421540221,0.4307535427642215,0.9815977351058592,0.9127277203348104,0.4746790799694404,0.44825732200391594,0.8892444006891459,0.9005660841742554,103.5103976726532,11.023510217666626,114.53556561470032
24,0.10628510428687024,0.06798689671141402,0.41473116245852615,0.9817823732151649,0.9161742983751846,0.47019634767908375,0.381140135421179,0.8919517597834112,0.9173024858478956,102.31010603904724,10.502319574356079,112.81399893760681
25,0.10044964124296817,0.0650220617605167,0.3964828808288902,0.9833825701624815,0.9206671590349581,0.4637353995325763,0.34939921972803256,0.8978587250799902,0.9278857986709328,103.40774631500244,10.593700885772705,114.00289821624756
26,0.10104081214229971,0.06710577427062464,0.3946636769937095,0.98301329394387,0.9222058099458394,0.5246224234235014,0.41390056842481915,0.8907211420132907,0.9168102387398473,104.81834125518799,10.950065851211548,115.7700445652008
27,0.08559145133415946,0.05139785550226577,0.42201483029879516,0.9871984244214672,0.919682422451994,0.5247952444724135,0.48984992116095544,0.8949052424317007,0.9067191730248585,102.03017258644104,11.933723211288452,113.9652488231659
28,0.09237286833480389,0.06048933456430385,0.4058698368140009,0.9850443131462334,0.9223904480551453,0.47288506258569735,0.508060179461906,0.8968742308638937,0.9010583312823037,102.15944409370422,11.624725341796875,113.78564596176147
29,0.08352251655817883,0.05354619232670815,0.403216964479468,0.9869522402757263,0.9230674544559331,0.455021806664576,0.3757660498202155,0.9013044548363278,0.9195175978341127,103.71193861961365,12.274125576019287,115.98829936981201
30,0.07972235532760884,0.05121841663765253,0.36675560092328807,0.9870137863121615,0.9308838010832102,0.5524204746053749,0.3693335250071831,0.8902288949052425,0.9212404627122815,102.99585843086243,12.268589973449707,115.26596188545227
31,0.07178766352589028,0.04371441738012351,0.40123784308679905,0.9889217134416544,0.9250369276218612,0.4934187782806861,0.4616160359735152,0.9025350726064484,0.9126261383214374,104.38378310203552,11.397138833999634,115.7823383808136
32,0.07481291063372018,0.04792267482696584,0.4047747330298965,0.9885524372230429,0.9279295913343181,0.5836440156590549,0.3743291580593413,0.8877676593650012,0.9298547871031257,102.5513219833374,11.501495361328125,114.05557680130005
33,0.07044100135396056,0.04556390089920623,0.3706443257073187,0.9887986213687838,0.9336533727227967,0.6276154676087818,0.3868450796423714,0.8813684469603741,0.9254245631306917,102.60757660865784,10.929978132247925,113.53932499885559
34,0.06816181564517411,0.042506418216002324,0.3943564314729934,0.9896602658788775,0.9318685376661743,0.530402764898053,0.3900463189338335,0.8961358602018213,0.9259168102387398,103.70714163780212,11.512567043304443,115.22129678726196
35,0.06404364544596543,0.04031898878148612,0.37205854945423805,0.9902141802067946,0.9342688330871491,0.55962296853123,0.3499209350041464,0.8939207482156042,0.934531134629584,103.95253896713257,11.254540920257568,115.20881915092468
36,0.0614738588651036,0.03793181787136757,0.38709383239398254,0.9908296405711472,0.9312530773018217,0.5660602766034816,0.35756319429273387,0.8862909180408565,0.9328082697514152,104.20130848884583,10.10529637336731,114.30832719802856
37,0.06147128743670261,0.03848470923991104,0.4092769300150591,0.991260462826194,0.9296528803545052,0.5719573401756366,0.4300562619334103,0.8838296825006153,0.9185331036180162,103.29743456840515,11.50669550895691,114.80574822425842
38,0.06137940430567072,0.03864165847139284,0.3810849561336978,0.990029542097489,0.9339611029049729,0.5390892578864256,0.36878325514712673,0.8949052424317007,0.9310854048732464,103.44238018989563,11.171817779541016,114.6160659790039
39,0.05842178636232821,0.039013671977165765,0.3558565907502214,0.9915681930083703,0.9382693254554406,0.5544183388895189,0.4105552686412743,0.8951513659857249,0.9259168102387398,102.99188947677612,10.973137617111206,113.96692681312561
40,0.05278636139447483,0.03203609112729486,0.38721292784184413,0.9925529295913343,0.9362383062530774,0.5591656837649983,0.437086938436384,0.8946591188776766,0.924193945360571,102.58144283294678,11.467735052108765,114.05086207389832
41,0.05669691858621491,0.036638840837867274,0.37126874487896616,0.991999015263417,0.939069423929099,0.5630135092936565,0.41550985636446763,0.8939207482156042,0.9259168102387398,103.81104850769043,11.690288782119751,115.50292873382568
42,0.05633619296098984,0.03596688703377513,0.37213613816428287,0.991506646971935,0.9388847858197932,0.5725378746667901,0.5539537548465063,0.8961358602018213,0.9052424317007137,104.66621398925781,12.248279333114624,116.91598057746887
43,0.05277797983109159,0.03281943245120493,0.3771157635321748,0.9924298375184638,0.9375923190546529,0.6459934586173585,0.41934175723524125,0.88530642382476,0.9237016982525228,103.75299715995789,11.745285749435425,115.49989771842957
44,0.04823403830485486,0.029585145448267108,0.36829710693925377,0.9931683899556869,0.940792712949286,0.6177249442755721,0.41198524464505837,0.8949052424317007,0.9305931577651981,103.8851912021637,11.843108654022217,115.72996473312378
45,0.04612653554659768,0.02724200930535346,0.3871771852042873,0.9937838503200394,0.9388847858197932,0.6209648181630448,0.38006986165476525,0.8917056362293871,0.9367462466158011,105.10568976402283,11.616560220718384,116.72370886802673
46,0.05363027632680361,0.034771111925077085,0.39004851213428465,0.9916912850812407,0.9382693254554406,0.622352501631898,0.5597915850036944,0.891459512675363,0.9072114201329067,103.6225073337555,11.692550420761108,115.31667828559875
47,0.05084790654640034,0.033217678187141705,0.35218091740305957,0.9929222058099458,0.9425775480059084,0.6923958359461772,0.3851168874358995,0.8828451882845189,0.9355156288456805,105.98084473609924,10.998429536819458,116.98088431358337
48,0.0446521263924514,0.028131918652544413,0.3451058389245272,0.9931683899556869,0.9448547513540128,0.6614632992183461,0.44944843895771863,0.891459512675363,0.9291164164410534,104.58692026138306,11.803728342056274,116.39209318161011
49,0.043556851830107865,0.028636336299028578,0.3467417557494314,0.9933530280649926,0.9453471196454948,0.5978659764464019,0.34961707578477325,0.8966281073098695,0.9414225941422594,102.83853697776794,11.87050485610962,114.71045112609863
50,0.04527240329234508,0.02820242192114257,0.3728857230395537,0.9945839487936977,0.9415312653865091,0.529930299442741,0.47130894068277385,0.8951513659857249,0.9229633275904504,104.67910385131836,12.044962167739868,116.72542428970337
51,0.0417909145986653,0.02622738906782137,0.3661156196763041,0.9944608567208272,0.9433161004431314,0.5769111971615454,0.3941232988130876,0.8944129953236525,0.930347034211174,103.08201217651367,10.722798109054565,113.80666708946228
52,0.03980899095954396,0.025092829609448426,0.35007530828715033,0.9945224027572624,0.9452240275726244,0.6585773503783299,0.40352432929811927,0.8946591188776766,0.9330543933054394,104.01659679412842,12.540133714675903,116.55827617645264
53,0.043559391018285695,0.029401885209215786,0.3323169123901376,0.9934761201378631,0.9466395864106352,0.6110592908183548,0.44663304509881563,0.8936746246615801,0.9197637213881369,102.90027785301208,11.85808277130127,114.76085710525513
54,0.03942661335534067,0.0247950150008251,0.362768482441974,0.9934761201378631,0.9448547513540128,0.6286129024252938,0.5027402930599831,0.9003199606202313,0.9254245631306917,103.72261834144592,11.887360334396362,115.61159086227417
55,0.044035050614930946,0.029307336313420734,0.3450741116579985,0.9928606597735106,0.9463934022648941,0.5502744633635658,0.367357206555854,0.8966281073098695,0.9293625399950776,104.78708720207214,12.474417448043823,117.26392602920532
56,0.03316983233326574,0.018882196960610335,0.37215055219424636,0.9953225012309207,0.9422698178237322,0.6109372683267361,0.5195411113797959,0.8899827713512183,0.922224956928378,104.91500353813171,11.447970867156982,116.36454892158508
57,0.03555216320186435,0.021315306577964946,0.3780435022801951,0.9952609551944854,0.9446701132447071,0.6310808528916108,0.5274476422876699,0.9032734432685208,0.9131183854294856,106.16239047050476,11.336620330810547,117.50054717063904
58,0.033012973844403416,0.02038962999307186,0.3554394392823779,0.9950147710487445,0.9476243229935992,0.6070150466878338,0.4400650453500481,0.893428501107556,0.9278857986709328,104.80222725868225,11.503279685974121,116.307213306427
59,0.03702721640729936,0.02327396531540264,0.370332069041041,0.9948301329394387,0.9457163958641064,0.6660037157191099,0.4380502331742447,0.8993354664041349,0.93428501107556,104.14082622528076,12.905301094055176,117.04788827896118
60,0.03839406286009071,0.025563398792932533,0.328380376325862,0.9943993106843919,0.9502708025603152,0.6864705417152112,0.38830522762406583,0.891213389121339,0.934531134629584,104.78519105911255,11.916555404663086,116.70368480682373
61,0.036541134741520466,0.02369635410956279,0.35106123416606155,0.9945839487936977,0.9467011324470704,0.5776988705251125,0.48406963025059513,0.8941668717696284,0.920009844942161,104.34191679954529,11.619223594665527,115.96268796920776
62,0.03964307966400424,0.027447396770649526,0.3197763838704606,0.994153126538651,0.9518094534711965,0.5983792455289756,0.49564121199444894,0.9022889490524243,0.9232094511444745,106.16306805610657,12.469232082366943,118.63394212722778
63,0.03454386027266626,0.021467572709938473,0.36401021183898985,0.995137863121615,0.9470704086656819,0.6520568572182814,0.3616322213621114,0.8902288949052425,0.9399458528181147,106.85102558135986,12.02909779548645,118.88172459602356
64,0.03343745342174711,0.021397397761666024,0.3456396973560734,0.995137863121615,0.9498399803052684,0.5491321286103598,0.5130565191999374,0.9020428254984002,0.9256706866847157,105.90776085853577,12.424930810928345,118.33411192893982
65,0.02926150364420688,0.01701425509787268,0.3575182813533262,0.9961841457410143,0.947562776957164,0.6609156634910718,0.4905401804891752,0.9003199606202313,0.9291164164410534,106.87668299674988,12.969436883926392,119.8482518196106
66,0.03361647176188988,0.0218339762679663,0.35709246834479813,0.9953225012309207,0.9489783357951748,0.5348842732467118,0.46560558107977956,0.9096726556731479,0.9293625399950776,103.81233549118042,12.780405044555664,116.59421896934509
67,0.032339369061030174,0.020714342620513568,0.34972154038028763,0.9953225012309207,0.9504554406696208,0.5842895815866409,0.40747631136525114,0.9013044548363278,0.9350233817376323,105.12784790992737,11.721155643463135,116.85052943229675
68,0.024488592331317414,0.013855807534439634,0.3289442719106509,0.9972304283604135,0.9540251107828656,0.6161540148460216,0.40170689764469975,0.8990893428501108,0.9337927639675117,104.44495153427124,11.941906452178955,116.38828778266907
69,0.031031781516589522,0.020196469039814424,0.35470028224289746,0.9947685869030034,0.9496553421959626,0.6438547899685717,0.5066413529420791,0.9025350726064484,0.9264090573467881,104.922780752182,12.686004400253296,117.61047577857971
70,0.03271862249803082,0.02154983918702781,0.34662184250451156,0.9950763170851797,0.9493476120137863,0.5816439977096801,0.3950478012833782,0.8993354664041349,0.9360078759537288,104.05129051208496,12.326990127563477,116.37997961044312
71,0.03147934461957103,0.02083645446264634,0.32489906195532814,0.9955686853766618,0.9531019202363368,0.6484576901308633,0.3890371748280406,0.8966281073098695,0.9360078759537288,105.82973957061768,12.616170406341553,118.44751906394958
72,0.03021556419042521,0.020154313324294446,0.31927461802222545,0.9951994091580503,0.9541482028557361,0.6350614754994265,0.4102907931107093,0.899581589958159,0.9266551809008122,106.26504158973694,14.158052206039429,120.42494893074036
73,0.027588474038981015,0.016788837996472898,0.3495602018284923,0.9965534219596258,0.9493476120137863,0.6328272582110868,0.443746575025313,0.8944129953236525,0.9313315284272705,104.8354606628418,11.708538293838501,116.54548168182373
74,0.023718504338323013,0.014354319900060131,0.314000781047617,0.9969226981782373,0.9557483998030527,0.6240210795966226,0.3933013377785903,0.8988432192960867,0.9389613586020182,105.68193912506104,12.105201005935669,117.78871560096741
75,0.02714351678149273,0.017391425432163418,0.3143188109045233,0.9958148695224027,0.9573485967503693,0.6602499706264005,0.3355317445251373,0.9020428254984002,0.9438838296825006,104.04138231277466,12.84795880317688,116.89123153686523
76,0.026339033825606373,0.01726160673643561,0.3065497151276547,0.99636878385032,0.9566100443131462,0.6101372030467609,0.3105690541296442,0.9022889490524243,0.9451144474526212,104.78144454956055,11.536032438278198,116.31933426856995
77,0.027986442668277243,0.01863934249707265,0.32204467911183365,0.9950763170851797,0.9542712949286066,0.6238106351869317,0.38604465153397466,0.9005660841742554,0.9404380999261629,104.51263403892517,11.821661233901978,116.33620762825012
78,0.024647871993829697,0.01598365789026908,0.30357545868762786,0.9965534219596258,0.9560561299852289,0.6431889407320208,0.37674440872112125,0.8985970957420625,0.9387152350479941,105.1830677986145,12.611366271972656,117.79629802703857
79,0.02450566855820968,0.015310824581260042,0.32070233909774787,0.9966765140324964,0.9547021171836534,0.6862247268725008,0.39938151108895487,0.9015505783903519,0.9347772581836081,105.45215845108032,11.543910503387451,116.99767303466797
80,0.029852638574471173,0.02054515183009785,0.32174675335119657,0.9950147710487445,0.9563638601674053,0.6193339959898225,0.3909111804086573,0.9037656903765691,0.9362539995077529,105.44398498535156,10.86605453491211,116.31152057647705
