Epoch,Avg KL Divergence,Avg Jensen-Shannon Divergence,Avg Jensen-Shannon Distance
39,0.23865022149127652,0.05340994408447662,0.12378109341824618
40,0.2547299763679094,0.055941333236194796,0.1220346753903496
41,0.23808338731989323,0.05447668250783999,0.12410973059380148
42,0.23595345678269922,0.05322579833826483,0.1193229381699027
43,0.23928736874148043,0.053918016562513334,0.11932170589080476
44,0.24309100371448134,0.05340910656973499,0.11689347995987792
45,0.23768609153165474,0.05401301361743258,0.11700368264147382
46,0.2551573346667798,0.053752479477561864,0.1178209019868862
47,0.2504112115528574,0.05005444705075636,0.11721709138149117
48,0.23254182538123963,0.04999066622126627,0.11630394321492338
49,0.23936852833391792,0.048050009091632206,0.11181587580679439
50,0.2521835165776635,0.05174331920538611,0.11653864335298068
51,0.2520085625702471,0.0507731919972534,0.11468479824142427
52,0.24668261008318806,0.04757713276240241,0.11186267403284396
53,0.19455478368803683,0.044985185732045685,0.11093074064995126
54,0.21903808431802538,0.0471626481753554,0.1107945338727569
55,0.22928861111189847,0.04657154346268082,0.10999537794667436
56,0.24624740399280928,0.04904946807302593,0.11049292174233931
57,0.2528888730008676,0.05008238235096205,0.1101223548698261
58,0.24185094083146025,0.046970354116294445,0.1060188050403839
59,0.2470208452052004,0.04968068937635357,0.10651928635211441
60,0.18941630122680803,0.04396102443157776,0.10448689890776093
61,0.21895420132938215,0.04690669108306857,0.10846934042958997
62,0.19042662755901538,0.04436012334465306,0.10652820361910138
63,0.26118583917731464,0.05019065324541577,0.10783698975922555
64,0.25239170934293625,0.047035891213454306,0.1028178899849611
65,0.23338544168500377,0.04700563944771695,0.1038592018509709
66,0.23475904920959742,0.04744224155396883,0.10390976588351755
67,0.23161385103869508,0.04669149241668693,0.10545279188301619
68,0.21800766146318312,0.04182575914576122,0.09689624739561493
69,0.2311627668068253,0.04547680787536807,0.10487433632205087
70,0.23019905055059106,0.046229979513519204,0.10393824100523717
71,0.21571155265156972,0.042679542096287715,0.1013755610755344
72,0.21583435607626741,0.04308061766269521,0.10256423419854772
73,0.26070912421944986,0.0477787602590177,0.10349708899679616
74,0.22949219728576195,0.0413611997445994,0.09760332477139676
75,0.22419535644365268,0.04302442952849367,0.09789509868146631
76,0.21940417799871326,0.04139929763696846,0.09969007643306349
77,0.2570097246619792,0.044924090255242514,0.10404085248386062
78,0.2240126466105406,0.04084369951816034,0.09894833141043195
79,0.25239881975887946,0.04426528324187902,0.1010958813644183
80,0.22329725965116848,0.04203397914924013,0.09916732053998417
81,0.20616315719653214,0.04171997591656977,0.1007528451058691
82,0.2749299755215454,0.044894095357621136,0.0992439435868282
83,0.24718559796162917,0.04453354975457054,0.0994494635919769
84,0.2699684735688227,0.043138691328885766,0.09937063040666458
85,0.261066762114028,0.0453130426348231,0.10153010879151934
86,0.2729739984708259,0.0467716412186553,0.10354011713373144
87,0.26131670340055996,0.043655583147311536,0.09970833348682312
88,0.2852053719372892,0.04689044859416152,0.105481851501317
89,0.336763377207896,0.05024060339522071,0.11129164684006548
90,0.2719894240557135,0.04504336198213452,0.10100228376833238
91,0.2538726795606836,0.04319788292591189,0.10116739416362967
92,0.30594554212949,0.04821399309169171,0.10175116944647446
93,0.30134712575016337,0.04925024288469984,0.11271047647895775
94,0.29248166841676637,0.046782545797851335,0.10271386758930336
95,0.2851209651411137,0.04771069076927892,0.1021529097608694
96,0.2961085565955613,0.04551603052834797,0.10230030153152042
97,0.3164387284888057,0.04743068304836867,0.10244622587512328
98,0.3141249376449983,0.0490891577696105,0.10801151495309562
99,0.34960321026604885,0.05148471494853372,0.1128663434243695
100,0.2858880059880674,0.045929757689353166,0.10439339227329089
