Epoch,Avg KL Divergence,Avg Jensen-Shannon Divergence,Avg Jensen-Shannon Distance
1,9.238681242339254,2.4259522547872048,1.2597695585545592
2,5.006851741472098,1.2415753048001312,0.9052264403522484
3,3.369943570785635,0.8163560906967778,0.7219756551849561
4,2.5308063784980868,0.5840038219246808,0.6019102383668967
5,2.0591751853165428,0.4693581694810409,0.5260085771520306
6,1.6761080182898116,0.3830118764661194,0.46791920816804483
7,1.499894199848879,0.3289779994167446,0.42608379816093783
8,1.2826981836284592,0.2862901178107956,0.3886231522215164
9,1.139505423128781,0.2581319662734983,0.36291351140014766
10,1.0714978867129783,0.2393644275217075,0.34355647521694815
11,1.0226843626656401,0.21564635523690248,0.3205965959474327
12,0.8615829524818779,0.19629806983394651,0.3016516180547673
13,0.7714928810917369,0.1732349242487057,0.2750267271451124
14,0.7022619473227248,0.15780591420961296,0.26049837326322955
15,0.639335478479996,0.14039691288654846,0.24014058866076113
16,0.6033535307111937,0.1340063407826494,0.23027919725639615
17,0.5543875392438389,0.12363889621658705,0.21919156028705788
18,0.4980393831552131,0.11230706674868138,0.20472244919813054
19,0.44680735861559906,0.10151302920174088,0.1937883299900087
20,0.41566229193640036,0.0976140149905691,0.1851467595795008
21,0.41678793220890786,0.09060725278778398,0.17768239026053215
22,0.357647350336623,0.08089264065822895,0.1654069350783046
23,0.3671620707210945,0.08636655409978043,0.17042409454098367
24,0.3482455989386241,0.08042021863177184,0.16361883707989858
25,0.34623174767530573,0.075166870535564,0.15624819863147624
26,0.3210969579765412,0.07385185897885639,0.1542864500830962
27,0.34296397369274295,0.07328960401057376,0.15029848756371286
28,0.3035696659229813,0.070926733141743,0.15004985477394006
29,0.30917623775505176,0.06793560432297668,0.14438132653526198
30,0.28572402923096585,0.0636440046749437,0.14206943809106123
31,0.28727552924290534,0.06368907014417689,0.1383476026913547
32,0.2727136211194773,0.06291735920538084,0.13544421269756368
33,0.2628738344958653,0.059037857636714014,0.13122483943479032
34,0.28165881737414017,0.06116662539154893,0.13388423213192563
35,0.252909511518408,0.056624568057407836,0.1274121278075604
36,0.2608810940896726,0.057217350478951386,0.1304013382012802
37,0.2638813862613747,0.059015068617891374,0.12810979256274427
38,0.26100005764572876,0.05653622791429571,0.1283809246466033
