epoch,lr,train_MSE,train_RMSE,train_RRMSE,train_CC,test_MSE,test_RMSE,test_RRMSE,test_CC,train_KL,train_JSD,train_JSDist,test_KL,test_JSD,test_JSDist,ot_lambda_alpha
13,0.0009588773128419905,0.039408281445503235,0.19851522147655487,0.19851522147655487,0.978212833404541,0.05135781317949295,0.22662264108657837,0.22662264108657837,0.9718608260154724,0.004022735274301316,0.0009652381044967721,0.028117949787813883,0.005305769473264445,0.00126273725912315,0.03132498850762563,0.065
14,0.0009524135262330098,0.03710291534662247,0.19262120127677917,0.19262120127677917,0.9793241024017334,0.049319788813591,0.22208061814308167,0.22208061814308167,0.9728347659111023,0.0037831634659176838,0.000908455831067374,0.02727638357677139,0.005096491209706751,0.0012133392283144716,0.030651376518183403,0.06999999999999999
15,0.0009455032620941839,0.0368577279150486,0.19198369979858398,0.19198369979858398,0.979677677154541,0.04893968254327774,0.22122317552566528,0.22122317552566528,0.9733189344406128,0.003720588773453178,0.0008931510752658001,0.027120160485784976,0.004995503809470644,0.0011885527698560115,0.030387294008655537,0.07500000000000001
16,0.0009381533400219318,0.03474223613739014,0.18639272451400757,0.18639272451400757,0.980546772480011,0.04679905250668526,0.21633091568946838,0.21633091568946838,0.9741672873497009,0.0035262432029972285,0.0008444327318545383,0.026406346992231332,0.004802720085876541,0.001139886038538395,0.029735808158127233,0.08000000000000002
17,0.0009303710135019719,0.03487573191523552,0.18675048649311066,0.18675048649311066,0.9805412292480469,0.04676736891269684,0.21625767648220062,0.21625767648220062,0.9741477370262146,0.003572792084947324,0.0008576877585325677,0.026583013167748085,0.004860152123600503,0.0011569626690217138,0.02991422085855684,0.085
18,0.0009221639627510076,0.03273201733827591,0.18091994524002075,0.18091994524002075,0.9815523624420166,0.045228034257888794,0.21266886591911316,0.21266886591911316,0.9749149084091187,0.003360525593877985,0.0008045870555528942,0.025744630637554788,0.004692970124949923,0.001112586037153334,0.029254718824384532,0.09000000000000001
19,0.000913540287137281,0.03219076991081238,0.17941789329051971,0.17941789329051971,0.9818431735038757,0.04437166824936867,0.2106458693742752,0.2106458693742752,0.9753774404525757,0.003299508644387317,0.0007915067184232892,0.025588943596738273,0.0045796293340323365,0.0010890996922742026,0.029017461943640476,0.095
20,0.0009045084971874739,0.031458962708711624,0.17736677825450897,0.17736677825450897,0.9822513461112976,0.04360667243599892,0.2088221311569214,0.2088221311569214,0.9758633971214294,0.003206260796361722,0.0007707405689870939,0.025284414447079868,0.004476791125263409,0.0010672257216058471,0.028735993031299003,0.1
21,0.0008950775061878453,0.03148381784558296,0.17743682861328125,0.17743682861328125,0.98246169090271,0.04382459074258804,0.20934326946735382,0.20934326946735382,0.9760492444038391,0.003194956274595685,0.0007677775700218403,0.02528294480811709,0.004479477432085414,0.001067465336450106,0.02876238942103302,0.1
22,0.0008852566213878948,0.030193299055099487,0.1737622171640396,0.1737622320652008,0.9828415513038635,0.04262946546077728,0.2064690738916397,0.2064690738916397,0.9762493371963501,0.0031367256604612637,0.0007535319538781038,0.024961694647581915,0.004470304256964256,0.0010645738881641309,0.028594023351638666,0.1
23,0.0008750555348152299,0.029301717877388,0.171177476644516,0.171177476644516,0.9833029508590698,0.041705790907144547,0.2042199820280075,0.2042199820280075,0.9767616391181946,0.002989481984136196,0.0007176456280434743,0.02439561012463692,0.004288554518358491,0.0010208471650620511,0.027996217199686254,0.1
24,0.0008644843137107058,0.029447201639413834,0.17160189151763916,0.17160190641880035,0.9833253622055054,0.041550081223249435,0.20383839309215546,0.20383839309215546,0.9769596457481384,0.0030230303629277607,0.0007248033835845164,0.0245287246357363,0.004301261883202143,0.0010222471560627502,0.0280547882112648,0.1
25,0.0008535533905932738,0.02794307842850685,0.16716186702251434,0.16716186702251434,0.9839887619018555,0.04001220315694809,0.20003053545951843,0.20003053545951843,0.9776250720024109,0.0028615612330703207,0.0006879036381201914,0.023898758292675782,0.004149921825873897,0.0009885704899947026,0.027525121161415155,0.1
26,0.0008422735529643445,0.027476336807012558,0.16575990617275238,0.16575990617275238,0.9842601418495178,0.03964317962527275,0.19910597801208496,0.19910597801208496,0.9778611660003662,0.002801901754290343,0.0006733873715767494,0.023640783350819195,0.004090403916040858,0.00097466725975932,0.02730366394826742,0.1
27,0.000830655932661826,0.026848148554563522,0.16385407745838165,0.16385407745838165,0.9845489859580994,0.03914213925600052,0.1978437453508377,0.1978437453508377,0.9780893325805664,0.0027521368295240862,0.0006602983297153305,0.023458312404079314,0.004049139880326773,0.0009631203476567156,0.02716959921832725,0.1
28,0.000818711994874345,0.026517316699028015,0.16284140944480896,0.16284142434597015,0.984721839427948,0.03881170600652695,0.19700689613819122,0.19700689613819122,0.9782619476318359,0.0027093347663489672,0.000649299506450263,0.023275372928056197,0.0039986518191445835,0.0009484561910706935,0.026966631138875128,0.1
29,0.0008064535268264884,0.025958146899938583,0.1611153483390808,0.1611153483390808,0.9850687384605408,0.03819858655333519,0.19544461369514465,0.19544461369514465,0.9786707758903503,0.0026663944080400352,0.0006421171448145731,0.023145365600402538,0.003958423641314369,0.0009437913091672225,0.026883438345854018,0.1
30,0.0007938926261462368,0.025261234492063522,0.15893785655498505,0.15893785655498505,0.9853717088699341,0.037586502730846405,0.19387242197990417,0.19387242197990417,0.9789199829101562,0.002591397332994697,0.0006235965762663489,0.022797147136850236,0.00388307605972924,0.0009249375400312146,0.026564302109572783,0.1
31,0.0007810416889260655,0.02526756376028061,0.15895776450634003,0.15895776450634003,0.9854868650436401,0.03757154569029808,0.1938338428735733,0.1938338428735733,0.9790784120559692,0.002568264862594123,0.0006182740218579196,0.02274232493379177,0.0038505275262549522,0.0009177218076941197,0.02650234832722549,0.1
32,0.0007679133974894984,0.02504674904048443,0.15826167166233063,0.15826168656349182,0.985637903213501,0.03717117756605148,0.19279831647872925,0.19279831647872925,0.9793257713317871,0.0025537959947728385,0.0006147669494683401,0.0227275212510274,0.003812688568323325,0.0009096810969878706,0.026426120846877257,0.1
33,0.0007545207078751858,0.02480221353471279,0.15748721361160278,0.15748721361160278,0.9856202602386475,0.03696443513035774,0.19226139783859253,0.19226139783859253,0.979236900806427,0.0025381445926494707,0.0006098261898538718,0.022611343041539958,0.0038218990772762723,0.0009093924911206799,0.026366967781166404,0.1
34,0.0007408768370508578,0.02428418956696987,0.1558338850736618,0.1558338850736618,0.9859077334403992,0.036393214017152786,0.19077008962631226,0.19077008962631226,0.9795955419540405,0.002479836447403217,0.0005969038367486344,0.02237129687355497,0.003744209224088479,0.000893046448023656,0.026122382824413735,0.1
35,0.0007269952498697736,0.024969007819890976,0.1580158770084381,0.1580158770084381,0.9856717586517334,0.03705127164721489,0.19248709082603455,0.19248709082603455,0.9794049859046936,0.0025553665010449597,0.000615921040223792,0.022794196864542288,0.0038190302830546164,0.0009124402632109346,0.02649582946889986,0.1
36,0.0007128896457825365,0.02310694195330143,0.15200971066951752,0.15200971066951752,0.9864482879638672,0.0351625494658947,0.18751682341098785,0.18751682341098785,0.9801270365715027,0.0023814591540334126,0.0005728303207433782,0.02191131408684529,0.0036505828758751522,0.0008700767574501532,0.025724786281945324,0.1
37,0.0006985739453173904,0.024031836539506912,0.15502208471298218,0.15502208471298218,0.9860844612121582,0.03608831390738487,0.1899692714214325,0.1899692714214325,0.9798070788383484,0.002475559620712048,0.0005958344683630201,0.022367011101391072,0.003739060403783791,0.0008920485168895909,0.026123594091999942,0.1
38,0.0006840622763423392,0.02300158701837063,0.15166276693344116,0.15166276693344116,0.9865652918815613,0.03510742634534836,0.18736979365348816,0.18736979365348816,0.9802418351173401,0.002361225199479705,0.0005687578575676665,0.021851403951549376,0.0036438288781445003,0.0008699689725745451,0.025730860285687673,0.1
39,0.0006693689601226459,0.022738084197044373,0.15079155564308167,0.15079155564308167,0.9866344332695007,0.03471877798438072,0.18632978200912476,0.18632978200912476,0.980358898639679,0.0023461398898432843,0.0005645215550127129,0.021770412018761422,0.0036119588127688103,0.0008617587652672346,0.02560632565163334,0.1
40,0.0006545084971874739,0.022297725081443787,0.14932425320148468,0.14932425320148468,0.9868968725204468,0.034446872770786285,0.1855987161397934,0.1855987161397934,0.9805389642715454,0.0022940232569220453,0.0005517455312656239,0.021525499052726306,0.0035667400967778298,0.0008505859266978064,0.025412681376696382,0.1
41,0.0006394955530196148,0.022122355177998543,0.1487358957529068,0.1487358957529068,0.9869732856750488,0.03424472361803055,0.18505333364009857,0.18505333364009857,0.9806484580039978,0.0022798611463095324,0.0005490255726423736,0.021487758449541452,0.003547289281150723,0.000846438164700173,0.02534772489309811,0.1
42,0.0006243449435824275,0.0218554325401783,0.1478358656167984,0.1478358656167984,0.9871111512184143,0.03403385728597641,0.18448270857334137,0.18448270857334137,0.9807756543159485,0.0022517039170429015,0.0005426768902301167,0.02137196900514074,0.003527135610186367,0.000841627184339239,0.02528417167026092,0.1
43,0.0006090716206982715,0.022241566330194473,0.14913609623908997,0.14913609623908997,0.9868919849395752,0.03416479006409645,0.1848372220993042,0.1848372220993042,0.9806575775146484,0.002289979570121385,0.0005508074487293831,0.021550176880107477,0.003540492008620011,0.0008443091655777208,0.025376243776752214,0.1
44,0.0005936906572928626,0.021405957639217377,0.1463077813386917,0.1463077962398529,0.987396776676178,0.033508941531181335,0.18305450677871704,0.18305450677871704,0.9811161160469055,0.0021842213686352643,0.0005257374260392494,0.02105199684126255,0.0034437125277166046,0.0008208456077228265,0.024956268935629477,0.1
45,0.0005782172325201157,0.021677091717720032,0.14723145961761475,0.14723145961761475,0.9872902035713196,0.03375556692481041,0.18372690677642822,0.18372690677642822,0.981041669845581,0.0022093264759183886,0.0005310299213026436,0.021156148965924215,0.0034567460294735713,0.0008225011181163627,0.025008252694819745,0.1
46,0.0005626666167821524,0.020963743329048157,0.14478865265846252,0.14478865265846252,0.9875620603561401,0.03309277817606926,0.18191424012184143,0.18191424012184143,0.9812060594558716,0.002156273692022436,0.0005185451244007056,0.020937505170989495,0.003434138574587633,0.0008176369318152961,0.0249219401470793,0.1
47,0.0005470541566592573,0.021420793607831,0.14635847508907318,0.14635847508907318,0.9873118996620178,0.03359583020210266,0.18329168856143951,0.18329168856143951,0.9809274077415466,0.0021985037134399114,0.0005278236661419774,0.021146102249622344,0.003467049817007391,0.0008245888147347998,0.025090587174897115,0.1
48,0.000531395259764657,0.0204048752784729,0.14284566044807434,0.14284566044807434,0.9878382086753845,0.03243143856525421,0.18008734285831451,0.18008734285831451,0.9815400242805481,0.0020872241442796225,0.0005026461395363396,0.020588879342167042,0.0033474866687325058,0.0007977464056305918,0.024558086746644937,0.1
49,0.0005157053795390644,0.0204522293061018,0.14301131665706635,0.14301131665706635,0.9878005981445312,0.03232758492231369,0.17979876697063446,0.17979876697063446,0.9815894365310669,0.002126271508854981,0.000512935456339246,0.020816741358393277,0.0033718237184842703,0.0008050484176473384,0.024711469951567533,0.1
50,0.0005000000000000002,0.020425690338015556,0.14291851222515106,0.14291851222515106,0.987849771976471,0.03250386565923691,0.18028831481933594,0.18028831481933594,0.9815727472305298,0.0021065196679093136,0.0005077938940256642,0.02072767880387031,0.00336349759321608,0.0008029152520962552,0.024679668309266708,0.1
51,0.00048429462046093607,0.01994350552558899,0.14122150838375092,0.14122150838375092,0.9880504012107849,0.03213703632354736,0.17926809191703796,0.17926809191703796,0.9817015528678894,0.002058629297878211,0.000495961084342502,0.02045129725518517,0.003335364445409242,0.0007964175535074717,0.024497581329216235,0.1
52,0.0004686047402353435,0.019744032993912697,0.14051349461078644,0.14051349461078644,0.9882005453109741,0.03187009319663048,0.1785220056772232,0.1785220056772232,0.9819154739379883,0.002028003374998195,0.0004891234354148857,0.02033928960370712,0.003289356545187486,0.0007852851540233318,0.024354754391068677,0.1
53,0.000452945843340743,0.01969548501074314,0.1403406411409378,0.1403406411409378,0.9883092641830444,0.03183313459157944,0.17841845750808716,0.17841845750808716,0.9820283651351929,0.0020098920413800397,0.0004837451113137202,0.02023235828233644,0.003271146041059188,0.0007790766713904033,0.02425841106334457,0.1
54,0.00043733338321784806,0.01943722926080227,0.13941749930381775,0.13941749930381775,0.9883473515510559,0.03157497197389603,0.17769351601600647,0.17769351601600647,0.9820667505264282,0.002002550739621839,0.0004821351482323968,0.020185824151700123,0.0032587798472575977,0.0007772046690161148,0.02420015597925106,0.1
55,0.0004217827674798847,0.019387226551771164,0.13923805952072144,0.13923805952072144,0.9883537888526917,0.03138851001858711,0.17716805636882782,0.17716805636882782,0.9821003675460815,0.0019985618483191595,0.0004811575562761834,0.020169555804190727,0.003248302242975166,0.0007739284302763727,0.024180856820661085,0.1
56,0.00040630934270713783,0.018981074914336205,0.1377718597650528,0.1377718597650528,0.9885689616203308,0.031116290017962456,0.1763981282711029,0.1763981282711029,0.9822651147842407,0.0019542807323607403,0.0004705956488182076,0.01995252366297138,0.0032158277071961117,0.0007667808586902939,0.024027244868059912,0.1
57,0.000390928379301729,0.018949493765830994,0.13765719532966614,0.13765719532966614,0.9885730743408203,0.031047066673636436,0.17620180547237396,0.17620180547237396,0.9822950959205627,0.0019646993968098496,0.0004740134382677169,0.020020457182843714,0.0032295254188316608,0.000771467959215307,0.024106883834793397,0.1
58,0.0003756550564175727,0.01880136877298355,0.1371181160211563,0.1371181160211563,0.9886489510536194,0.030976252630352974,0.17600074410438538,0.17600074410438538,0.9823300242424011,0.0019314482621550083,0.00046496710154968196,0.019843208161779702,0.0031948722405752495,0.0007613126482395064,0.023925821754225342,0.1
59,0.00036050444698038553,0.01870087720453739,0.136751189827919,0.136751189827919,0.9886934161186218,0.030761048197746277,0.17538830637931824,0.17538830637931824,0.9824021458625793,0.0019361925697945154,0.0004665031631026441,0.01987920866992611,0.00320044838222245,0.0007632624641556052,0.023972734692628648,0.1
60,0.00034549150281252655,0.018666233867406845,0.13662445545196533,0.13662445545196533,0.9887542128562927,0.030724914744496346,0.17528526484966278,0.17528526484966278,0.9825197458267212,0.0019164999342487696,0.0004617271175494609,0.019800378761899013,0.0031598242102845613,0.0007528575534999746,0.0238367478594825,0.1
61,0.0003306310398773544,0.018064599484205246,0.13440464437007904,0.13440465927124023,0.9890092015266418,0.030287956818938255,0.17403438687324524,0.17403438687324524,0.9826553463935852,0.0018690913669370975,0.0004498752750805579,0.01952219383838849,0.0031394680550237406,0.0007472845092271665,0.02367354305861723,0.1
62,0.00031593772365766127,0.01811528019607067,0.13459305465221405,0.13459305465221405,0.9890139102935791,0.03032860904932022,0.17415113747119904,0.17415113747119904,0.9826897382736206,0.0018704483694492434,0.00045088814767017864,0.01954142742861922,0.0031342175710386356,0.0007476495882719296,0.023680709036612436,0.1
63,0.0003014260546826097,0.018045589327812195,0.13433390855789185,0.13433392345905304,0.9890166521072388,0.030253106728196144,0.1739342361688614,0.1739342361688614,0.9826868772506714,0.0018709117088478824,0.000450875594591101,0.01954909918161157,0.003138966710546864,0.0007488696753876362,0.023696766997192052,0.1
64,0.0002871103542174637,0.01801961101591587,0.13423718512058258,0.13423718512058258,0.9890480041503906,0.030142538249492645,0.17361609637737274,0.17361609637737274,0.9827768206596375,0.0018609439201939565,0.00044843651617739876,0.019495820108419045,0.003113252537197737,0.0007425717489954778,0.02361164943501744,0.1
65,0.0002730047501302267,0.017608609050512314,0.1326974630355835,0.1326974630355835,0.9892317652702332,0.02969803474843502,0.17233119904994965,0.17233119904994965,0.9829409122467041,0.0018212562000068525,0.0004385352810062707,0.019284126387001613,0.0030801956229603773,0.0007339215852291609,0.023441552818759665,0.1
66,0.00025912316294914234,0.017522642388939857,0.1323731541633606,0.1323731541633606,0.9892817735671997,0.02966352365911007,0.1722310483455658,0.1722310483455658,0.9829805493354797,0.0018243314602818244,0.00044028120203457103,0.01932125416560433,0.0030903359754758633,0.0007380238311569371,0.02350454944784969,0.1
67,0.0002454792921248144,0.017566565424203873,0.13253895938396454,0.13253895938396454,0.9892565608024597,0.029668066650629044,0.17224423587322235,0.17224423587322235,0.9829744100570679,0.0018216491621644356,0.00043925772404644446,0.019312928633716624,0.003083067742806194,0.0007353893957438083,0.02348091613387949,0.1
68,0.00023208660251050164,0.017410902306437492,0.13195040822029114,0.13195040822029114,0.9893495440483093,0.029651358723640442,0.17219573259353638,0.17219573259353638,0.9830150604248047,0.0018070927855427354,0.000436049690492487,0.019220075245278002,0.0030748369161832144,0.0007339404585058722,0.023422644994488418,0.1
69,0.00021895831107393473,0.017255157232284546,0.13135892152786255,0.13135893642902374,0.9894589781761169,0.029572390019893646,0.17196626961231232,0.17196626961231232,0.9830935597419739,0.0017778139371866695,0.0004287340361490631,0.019070540798398164,0.0030522524406495803,0.0007283523988171949,0.023312431495296618,0.1
70,0.00020610737385376356,0.017149245366454124,0.13095515966415405,0.13095515966415405,0.9894632697105408,0.02933347411453724,0.1712702065706253,0.1712702065706253,0.9831337928771973,0.0017729493658034466,0.00042684883948636407,0.01903189212227097,0.0030372004138717696,0.0007235958596066291,0.02325067172024364,0.1
71,0.00019354647317351177,0.016948502510786057,0.13018645346164703,0.13018646836280823,0.9895689487457275,0.0291777141392231,0.1708148866891861,0.1708148866891861,0.9832350015640259,0.0017604138261865443,0.0004246808308660268,0.018967907947416488,0.0030295118315554355,0.0007231001130973184,0.023207724701265284,0.1
72,0.0001812880051256552,0.016909178346395493,0.13003532588481903,0.13003532588481903,0.9895880222320557,0.029067041352391243,0.17049062252044678,0.17049062252044678,0.9832749962806702,0.0017468838618160823,0.0004215610630359525,0.0189037920262378,0.003013196921929842,0.0007192899963485858,0.02315105546699741,0.1
73,0.00016934406733817422,0.01699237897992134,0.1303548514842987,0.1303548514842987,0.989580512046814,0.029151497408747673,0.1707381159067154,0.1707381159067154,0.9832950830459595,0.0017598642642275453,0.0004248802691551809,0.01900265815739448,0.0030194087037858177,0.0007210887461299823,0.02321321940966193,0.1
74,0.0001577264470356557,0.016817258670926094,0.12968140840530396,0.12968140840530396,0.9896495342254639,0.029054904356598854,0.17045502364635468,0.17045502364635468,0.9833197593688965,0.001735031509395832,0.0004186654941011698,0.018861884972414908,0.0030017213083025273,0.0007160606596760959,0.02311123456954487,0.1
75,0.00014644660940672634,0.01671791449189186,0.12929780781269073,0.12929780781269073,0.9896911978721619,0.028868161141872406,0.1699063628911972,0.1699063628911972,0.983397901058197,0.0017280398859069325,0.00041716502936861403,0.01881411698384163,0.0029909267613213754,0.0007143156865126954,0.023070932961101298,0.1
76,0.0001355156862892944,0.01673263870179653,0.12935473024845123,0.12935473024845123,0.9896911382675171,0.028934461995959282,0.1701013594865799,0.1701013594865799,0.9833789467811584,0.0017293615045790107,0.00041734931403950145,0.018835878682633242,0.0029961521326403494,0.0007150863318172442,0.023094730501543,0.1
77,0.0001249444651847703,0.016539325937628746,0.12860535085201263,0.12860535085201263,0.9897826910018921,0.0288202203810215,0.16976521909236908,0.16976521909236908,0.9834293127059937,0.0017083031664160678,0.00041188817752602823,0.018698721221433234,0.002983556385261983,0.000711496497380363,0.02299493806024257,0.1
78,0.00011474337861210548,0.016351860016584396,0.1278744339942932,0.1278744339942932,0.9898814558982849,0.028666477650403976,0.16931180655956268,0.16931180655956268,0.9835044145584106,0.0016942929628734978,0.00040885142646938894,0.018625611878740483,0.0029728928329115236,0.0007096572318069142,0.022950337938808005,0.1
79,0.00010492249381215483,0.01628134213387966,0.12759840488433838,0.12759840488433838,0.9899007081985474,0.028599813580513,0.1691148281097412,0.1691148281097412,0.9835249185562134,0.0016885526548438253,0.0004075967844796534,0.018596637406601356,0.0029639922790505395,0.0007075799646438466,0.02291512123337416,0.1
80,9.549150281252637e-05,0.016281655058264732,0.12759962677955627,0.12759964168071747,0.9898998737335205,0.028596989810466766,0.16910646855831146,0.16910646855831146,0.9835194945335388,0.0016888241130613888,0.0004075385472111893,0.01860515377126061,0.002967186620993274,0.000707988589287138,0.022934045362142615,0.1
81,8.645971286271923e-05,0.016231849789619446,0.1274043172597885,0.1274043321609497,0.9899428486824036,0.028562700375914574,0.16900505125522614,0.16900505125522614,0.9835747480392456,0.0016855619982099877,0.0004069282251293771,0.018599874538202315,0.002961455619757641,0.0007071502476636587,0.02292745784100962,0.1
82,7.78360372489926e-05,0.01610185205936432,0.12689310312271118,0.12689310312271118,0.9900032877922058,0.028429018333554268,0.16860909759998322,0.16860909759998322,0.9836314916610718,0.0016708127837866927,0.0004032550929248548,0.018504909984767438,0.0029468911135953277,0.0007034593176589336,0.022843318524235882,0.1
83,6.962898649802815e-05,0.016156349331140518,0.1271076649427414,0.1271076649427414,0.9899731278419495,0.02843097783625126,0.16861490905284882,0.16861490905284882,0.9836284518241882,0.00167473565446786,0.00040421568772170503,0.01852950317403063,0.002944856507257546,0.000702906790378055,0.02285081457741488,0.1
84,6.184665997806824e-05,0.016040079295635223,0.12664946913719177,0.12664946913719177,0.990040123462677,0.028368191793560982,0.16842862963676453,0.16842862963676453,0.9836744666099548,0.0016630576956324662,0.000401440551034354,0.018466971196138705,0.002934753894989143,0.0007005919788502096,0.02280337737280981,0.1
85,5.449673790581613e-05,0.01613422855734825,0.12702062726020813,0.12702062726020813,0.9900023937225342,0.028418099507689476,0.16857671737670898,0.16857671737670898,0.9836675524711609,0.0016683164915332618,0.00040284683748793143,0.018510845260551342,0.002936268761274693,0.0007011897993947849,0.02283112630873512,0.1
86,4.758647376699034e-05,0.01605248637497425,0.12669844925403595,0.12669844925403595,0.9900283813476562,0.02833307534456253,0.1683243364095688,0.1683243364095688,0.9836827516555786,0.0016638661982515492,0.00040171417215158445,0.018470025160469306,0.002934856143739008,0.0007006790103431858,0.02280000046947101,0.1
87,4.112268715800956e-05,0.015923287719488144,0.1261875480413437,0.1261875480413437,0.9900854825973511,0.028203317895531654,0.1679384559392929,0.1679384559392929,0.9837372899055481,0.001650502549436612,0.0003984810782780047,0.01839841411401255,0.0029216387557051,0.0006975643416556504,0.022746812806299577,0.1
88,3.511175705587434e-05,0.01589757762849331,0.12608563899993896,0.12608565390110016,0.9900987148284912,0.028202572837471962,0.16793625056743622,0.16793625056743622,0.9837372899055481,0.0016482448796383464,0.00039768831320077135,0.018384625903593424,0.002920143046947235,0.0006966399896316644,0.022734656649498038,0.1
89,2.9559615522887284e-05,0.015940532088279724,0.1262558549642563,0.12625586986541748,0.9900819063186646,0.02822417952120304,0.16800056397914886,0.16800056397914886,0.9837359189987183,0.0016520425493721492,0.00039855263211603203,0.018407777911768508,0.0029225488982037792,0.0006972012585824246,0.02274696710289838,0.1
90,2.447174185242324e-05,0.015894396230578423,0.12607301771640778,0.12607301771640778,0.9901025891304016,0.028222553431987762,0.16799572110176086,0.16799572110176086,0.9837320446968079,0.001647877340273669,0.000397764992894969,0.018387367816355367,0.002923429969548915,0.0006978778509803777,0.02274668691161891,0.1
91,1.9853157161528526e-05,0.01581294648349285,0.12574957311153412,0.12574957311153412,0.9901400208473206,0.02814263105392456,0.16775768995285034,0.16775768995285034,0.9837679862976074,0.0016400278245922752,0.00039587880306405564,0.018334662993080342,0.0029144385633323193,0.0006956976492110966,0.022699347642472195,0.1
92,1.570841943568452e-05,0.01575697399675846,0.1255268156528473,0.1255268156528473,0.9901746511459351,0.02809794619679451,0.16762444376945496,0.16762444376945496,0.9838001728057861,0.0016361057544903208,0.00039493244097311384,0.018313976391576805,0.0029122903608963294,0.0006951556047222505,0.022686883751478863,0.1
93,1.204161903062634e-05,0.015813367441296577,0.12575125694274902,0.12575125694274902,0.9901425838470459,0.028129369020462036,0.16771815717220306,0.16771815717220306,0.9837796688079834,0.0016408083370874802,0.0003959696527976447,0.01834212037949608,0.002914587714080723,0.000695648857257754,0.02270232444161946,0.1
94,8.85637463565564e-06,0.015754718333482742,0.1255178451538086,0.1255178451538086,0.9901702404022217,0.02808249369263649,0.16757835447788239,0.16757835447788239,0.9837974905967712,0.0016343583701363502,0.0003944815797111891,0.018304535346583297,0.002912173376996207,0.000695124317310491,0.022686754239005784,0.1
