file,noise,CC_overall,MSE_overall,RMSE_overall,RRMSE_overall,RRMSE_temp_overall,RRMSE_spec_overall
metrics_SHIV.csv,SHIV,0.9782759547233582,0.0420885607600212,0.1718529611825943,0.1718529611825943,0.1718529611825943,0.1440411695384929
