epoch,train_mse,train_rmse,train_rrmse,train_mae,train_cc,val_mse,val_rmse,val_rrmse,val_mae,val_cc,lr,grad_norm
32,0.20061429152898824,0.44789986774834867,0.5679410628750249,0.34023550963830274,0.894103495188543,0.191393881148755,0.4374858639416307,0.5549438426668099,0.3316617023211226,0.8993451474248991,7.997007565673571e-05,0.1824595034122467
33,0.19996606515522028,0.44717565358058153,0.5670202815642279,0.3396072288991857,0.8944660217607129,0.1908747733790314,0.43689217591876306,0.5541907588762,0.33124814311469686,0.8996550549007385,7.193983420467881e-05,0.14186260104179382
34,0.19915739660162063,0.44627054193798255,0.5658766261402725,0.33892379764261843,0.8949162912191156,0.18990369041868332,0.4357794056844395,0.5527792275771609,0.3302487459580319,0.9001054512598011,6.422358037943377e-05,0.16159451007843018
35,0.19868908382579206,0.4457455370789393,0.5652096414106887,0.3384855636736242,0.8951769642314585,0.1898806438057071,0.43575296190124413,0.5527456840598255,0.33022672969540673,0.9001330608498214,5.685176670962769e-05,0.15195614099502563
36,0.1982143580224915,0.44521271098486337,0.5645369529369357,0.337970088588717,0.8954419313494156,0.18970601615912647,0.43555254121532394,0.5524914536154578,0.33009647148392557,0.9001917827818757,4.9853486375954044e-05,0.16485583782196045
37,0.19766421914483218,0.4445944434479947,0.5637521460851184,0.3375139370732803,0.8957485191704846,0.18878761230231925,0.43449696466410354,0.5511524715914777,0.32929138499591953,0.9007277915266716,4.325635839367968e-05,0.1601921170949936
38,0.19727530899494694,0.44415685179331293,0.563194257566763,0.337222529352859,0.8959644831512622,0.18860230457049115,0.43428366832116905,0.5508819085814907,0.32884685830978727,0.900800451302725,3.708641861300957e-05,0.15925918519496918
39,0.1967788895111488,0.4435976662598089,0.5624863442936794,0.33674293963073615,0.8962414682824258,0.18826783845795123,0.43389841951538755,0.5503932266141764,0.3286573869229826,0.9010285477600528,3.1368016967480604e-05,0.12886597216129303
40,0.19627342372176276,0.4430275654197634,0.5617603877087887,0.3362900849637385,0.8965223904180561,0.18807465262930223,0.43367574595462705,0.5501107687528974,0.3285168732273258,0.9011231256966732,2.612372137589851e-05,0.16170348227024078
41,0.19612057841788208,0.4428550309275961,0.5615454307591218,0.3361360670972391,0.8966072858443837,0.1878227195333561,0.43338518610279714,0.5497421982138487,0.3282276858192255,0.901226482429012,2.13742286770725e-05,0.15589606761932373
42,0.19573287019298075,0.4424170771941119,0.5609895349990162,0.3357957777147575,0.8968234568698674,0.18753305683710841,0.4330508709575682,0.5493181247828045,0.32793249771539495,0.9013979593264819,1.7138282948848004e-05,0.13434374332427979
43,0.19558499914155233,0.4422499283680579,0.5607745398839722,0.33566114604855685,0.8969053829472716,0.18730706760672924,0.43278986541591896,0.5489870434149743,0.32770630840445397,0.901534209552966,1.3432601533794856e-05,0.17571021616458893
44,0.19539949399286424,0.4420401497521059,0.5605112277169069,0.3354997489510513,0.8970084503988434,0.18731634704198805,0.43280058576899827,0.5490006420119187,0.3277774425947888,0.9015315656472179,1.027180906349344e-05,0.15925998985767365
45,0.19511820901955199,0.44172186839633826,0.5601062538346581,0.33525588722069855,0.8971654873264064,0.18723947996267923,0.4327117746984466,0.5488879865850227,0.3276231540624167,0.9015603049950959,7.668379741795302e-06,0.1452343761920929
46,0.19503108154748003,0.441623234836529,0.5599812837842851,0.33517054247458267,0.897213258571306,0.18702236079842666,0.43246081995763114,0.5485696544977894,0.3274777546145817,0.9016788633736996,5.6325881148394714e-06,0.1291627287864685
47,0.1948680367526408,0.441438599074255,0.5597483840587731,0.3350366196751748,0.8973041187456412,0.1869527594403355,0.4323803411816216,0.5484675684536611,0.327421293343002,0.9017282504730301,4.172468522112825e-06,0.15795324742794037
48,0.19474188086310154,0.44129568416550546,0.559565178174289,0.33487400798956757,0.8973743795718028,0.18694372784680482,0.4323698970173627,0.5484543201978317,0.3274088898971825,0.9017336444210696,3.293783388582674e-06,0.1301991492509842
49,0.19475734899530667,0.4413132096315571,0.5595900700244838,0.33491269790774286,0.8973657399445889,0.18690601003619656,0.4323262772908866,0.5483989892703163,0.32735822846626594,0.9017602412375553,3.000000483037985e-06,0.1452210545539856
50,0.20341994258573945,0.45102100016045754,0.5718990007450406,0.34293258626286577,0.8925479250574286,0.19316115720976434,0.4395010320918079,0.5575000513333105,0.33320600963675834,0.8983930258125706,0.0002999269122059575,0.16905491054058075
51,0.20272592025712152,0.4502509525332751,0.5709195283156288,0.3423800653609446,0.8929352346399929,0.19419259401977848,0.44067288777479663,0.5589865315818596,0.33444018881150134,0.898039229284577,0.0002997073450901255,0.218111053109169
52,0.20177000533402042,0.4491881625043345,0.5695734446708622,0.3415018471581945,0.8934691503687391,0.19203895593976053,0.43822249593073215,0.5558782485993358,0.3328270308916759,0.8994305340869168,0.0002993415152179792,0.18456144630908966
53,0.20085361995883716,0.44816695545169005,0.5682769095347159,0.3406816431738446,0.8939809355432992,0.19156530501071867,0.43768173940743593,0.5551923075719356,0.33182750275754214,0.899135632285294,0.00029882978361943515,0.23292946815490723
54,0.19973087570939657,0.4469126041066604,0.5666897663107726,0.3397107312936379,0.8946072488429048,0.19031977391032143,0.4362565459799101,0.5533844724339294,0.33081228452089395,0.8998502189861818,0.00029817265531179905,0.2802696228027344
55,0.19879330212635316,0.4458624251115507,0.5653579010483173,0.3388801969597367,0.895130073735214,0.19176887738706833,0.4379142351957382,0.5554872247722352,0.331961442967697,0.8991547730731863,0.0002973707788013745,0.22032347321510315
56,0.19787001649972258,0.444825827150046,0.5640418589931034,0.3380357954407228,0.895644428212928,0.18900585269222317,0.43474803356912745,0.5514709484941891,0.32983026106937163,0.9005568209753224,0.00029642494544346553,0.26994651556015015
57,0.1970125295040084,0.4438609348703808,0.5628210077918876,0.3372938859447435,0.8961226397998302,0.1873045772276422,0.4327869882836616,0.5489833938185819,0.3280759865444633,0.901533024561473,0.0002953360886614046,0.22732074558734894
58,0.19625796544077462,0.44301011889207975,0.5617402776592824,0.33661406880318734,0.8965416131750256,0.18722006595214338,0.43268934115846136,0.5488595299972557,0.327507388051764,0.9015661098265779,0.00029410528302537626,0.22977498173713684
59,0.19518841542925242,0.4418013302710308,0.5602091716889134,0.3356726857449797,0.8971372169112566,0.18535648436134117,0.43053046856330757,0.5461210345336799,0.32596256164539766,0.9026051250394662,0.00029273374319194634,0.19842642545700073
60,0.1942462917125577,0.4407338104939961,0.558855061923563,0.3347986477865946,0.8976613521945781,0.18452682832457318,0.4295658602875386,0.5448974443166145,0.3254955638038017,0.903092249609434,0.00029122282270534243,0.33323395252227783
61,0.19337317573243754,0.43974216960900797,0.5575999130435128,0.3340609139058648,0.8981467497980422,0.1844226744733892,0.4294446116478692,0.5447436423505119,0.32542746860054594,0.903094351096126,0.0002895740126616692,0.17349939048290253
62,0.1925182662359098,0.43876903518355737,0.5563636496890363,0.3333101176174982,0.898621551794302,0.18283676503044974,0.4275941592567066,0.5423963729979169,0.32388235545506916,0.9040150786008784,0.00028778894023737643,0.20511680841445923
63,0.19158636800590925,0.43770580074510007,0.5550166195834836,0.3324649416206737,0.8991395058782226,0.18319197076254642,0.42800931153719823,0.542922987046088,0.32407553001036177,0.9038669822934384,0.0002858693670834325,0.2801487445831299
64,0.19072829238563507,0.43672450399037044,0.553768900171728,0.33171472309183553,0.8996150339104566,0.1829480501831363,0.4277242688732267,0.5425614149718655,0.3242151017353393,0.9041424313877906,0.0002838171875867876,0.16001448035240173
65,0.19000935510508668,0.43590062526347295,0.5527291655508305,0.33107347761559397,0.9000136355808578,0.18063131804673643,0.42500743293116233,0.5391151518994988,0.32180693054474596,0.9052162658235704,0.00028163442700084214,0.18607038259506226
66,0.18923819866581354,0.435015170615708,0.5516051685083485,0.33036647647121903,0.9004416072343909,0.18138300479695463,0.42589083671400424,0.5402357355120978,0.3224562822406289,0.9047780651298241,0.0002793232394467666,0.18677791953086853
67,0.1885580204915021,0.4342326801284101,0.5506150008079577,0.32978894170349765,0.9008191411407854,0.17991869597201784,0.4241682401736578,0.5380506492675924,0.3210488398396523,0.905594587320015,0.0002768859057876439,0.26174014806747437
68,0.1877434725977184,0.4332937486252466,0.5494197191877095,0.3290290690585493,0.9012698921680662,0.17903485579560366,0.4231251065531371,0.5367274509028015,0.3203061617920274,0.9060759342504793,0.0002743248313775325,0.2413480281829834
69,0.18697321091674565,0.4324039904033561,0.548291688367038,0.3283572001466396,0.9016965107939612,0.17983679873830166,0.4240716905645809,0.5379281776279687,0.32141090923860777,0.9057069659739253,0.0002716425436876732,0.2028740644454956
70,0.1863146423528375,0.43164179866277724,0.5473240590460324,0.32771975406480236,0.9020613263686159,0.17709774524376853,0.4208298293179424,0.5338159283283154,0.318421610811733,0.9071914017966954,0.00026884168981217924,0.21458013355731964
71,0.18541811416176684,0.4306020368760079,0.5460066995875072,0.3269425146233898,0.9025572265307708,0.17787271663828935,0.4217495899681342,0.534982630047435,0.3193735929198954,0.9067832057594533,0.0002659250338556746,0.17487022280693054
72,0.18476164859357327,0.4298390961668951,0.5450362834331188,0.32633381860093985,0.9029202526960315,0.17678035258644434,0.4204525568794229,0.5333373642556892,0.31825705078874034,0.9073191213814676,0.00026289545420545604,0.23413653671741486
73,0.18412549818587395,0.42909847143269336,0.5441004882449915,0.3258140263493162,0.9032719571135044,0.17608460689834515,0.41962436404282477,0.5322868148480581,0.3173042618180629,0.9077433156557565,0.00025975594069087293,0.21819499135017395
74,0.18339194407129472,0.4282428564159532,0.5430174520534012,0.3251079452129628,0.9036775707815896,0.17555460046073887,0.4189923632487099,0.5314851319180209,0.3171258422790979,0.9080913436212465,0.000256509591632726,0.17361482977867126
75,0.18281933122023997,0.4275737728395417,0.5421676240660562,0.32462809151648253,0.9039938462438374,0.17604412332895195,0.4195761234018828,0.5322256223642235,0.3175841739215999,0.9078455821010607,0.00025315961078559927,0.15682797133922577
76,0.18217100562654504,0.4268149547831531,0.5412054453486026,0.32400895094687887,0.9043520487506811,0.17491693321149543,0.4182307176804394,0.5305189966591624,0.31674319461587747,0.9086280659971648,0.0002497093041761407,0.1596958190202713
77,0.18150941421192937,0.4260392167534925,0.5402235805309508,0.3234041187821365,0.9047174141175855,0.17368432017272828,0.4167545082812282,0.5286464485745266,0.3152982258792389,0.9090487645378565,0.00024616207684041323,0.14709267020225525
78,0.18099252162297974,0.42543215866102524,0.5394515259273197,0.3229440313325155,0.9050025936155744,0.17434706470205172,0.4175488770216628,0.529654092655502,0.31598113878735823,0.9087770523194156,0.00024252142946353528,0.16568635404109955
79,0.1802963593231086,0.4246131878817574,0.5384126693911125,0.32230119592724166,0.9053866615252493,0.17432294582937669,0.41751999452646177,0.5296174556708729,0.3160732775641529,0.9088117734448569,0.00023879095492492723,0.22912418842315674
80,0.17985640416478926,0.4240948056328788,0.537754687525594,0.3219033993101548,0.9056293782150068,0.17166412644729656,0.4143236976656013,0.5255630040680517,0.31339923278279863,0.9101330280912352,0.00023497433475257296,0.1805504560470581
81,0.17915471357237236,0.4232667168256587,0.536706799461142,0.3213003422773236,0.9060161669467882,0.1711742802661069,0.4137321358875896,0.5248126173851384,0.3128473192017725,0.9105083506706738,0.00023107533548979644,0.15516692399978638
82,0.178552150515904,0.4225543166456876,0.5358034961499456,0.3207502820372428,0.9063482353065753,0.17099522399764655,0.4135156877285873,0.5245380563467252,0.31289482065065527,0.9106341605617836,0.00022709780497813824,0.2427382916212082
83,0.17793032431327027,0.4218178805044545,0.534868545877144,0.32017364596830866,0.9066909812962808,0.1710249149203408,0.41355158677043036,0.5245835937088904,0.31293642295007135,0.9106369094271077,0.00022304566856000017,0.23041808605194092
84,0.17748571157608473,0.42129053107812037,0.5341979921861041,0.3197314855529041,0.9069358047076364,0.16930710066743887,0.41146944074552955,0.5219424246762698,0.3110519058759022,0.9114281476368736,0.00021892292520480665,0.20536312460899353
85,0.17692576863340298,0.42062544934110085,0.5333567662031923,0.3191800911328606,0.9072438228401019,0.17066051107605235,0.4131107733720489,0.5240244289418443,0.31253640313071906,0.9108036898101833,0.0002147336435625044,0.1668631136417389
86,0.17639022551008304,0.4199883635412808,0.5325497632799401,0.3187146558688143,0.9075392157202464,0.1697538716981093,0.4120119800419756,0.522630627122984,0.31160166753670127,0.9114045029561726,0.00021048195794829623,0.22852370142936707
87,0.1758657885339967,0.4193635517471645,0.5317583113323279,0.3182381909909695,0.9078274445461273,0.17014784503985647,0.41248981204371155,0.5232367493981209,0.3119405195012116,0.9112935562528549,0.00020617206426257117,0.24128085374832153
88,0.17542292535381537,0.4188352007100351,0.5310844934460255,0.31782360824449074,0.9080713729071501,0.16797699297492072,0.40984996398062634,0.519888144222662,0.30991669403390104,0.912175750638574,0.00020180821585005733,0.17434145510196686
89,0.17476842243496965,0.4180531335069379,0.5300952155542012,0.3172383587305292,0.9084309810275549,0.1684599101726296,0.41043868016139706,0.5206349213108484,0.3104299947342445,0.9119491233383915,0.00019739471930228393,0.2165464609861374
90,0.17423508030306237,0.4174147581280067,0.5292873453128876,0.31672180318709975,0.9087244653417093,0.16888029234135243,0.41095047431698195,0.5212841240366137,0.31075822323845775,0.9119578202024817,0.00019293593020749578,0.1429525911808014
91,0.17378835401118797,0.41687930388925276,0.5286035405881448,0.31631968947981076,0.9089699323248416,0.16816069309170592,0.41007400928577015,0.5201723421198187,0.3096010576106004,0.9124771079639371,0.00018843624885221333,0.17782199382781982
92,0.1733228383497341,0.4163205956348234,0.5278962490383488,0.3158722568078586,0.9092256499978505,0.1688095763839339,0.41086442579509597,0.5211749728586511,0.3107825514857594,0.9119530705954765,0.0001839001158786811,0.16284139454364777
93,0.17285023635403948,0.4157526143682556,0.5271795916444191,0.31542391472511633,0.9094856204127146,0.16505039084626758,0.4062639423407738,0.5153393329518786,0.30694122569179344,0.9137913301068925,0.00017933200790249003,0.20789629220962524
94,0.17245173991797672,0.4152730907703709,0.5265697447859494,0.31505633896367385,0.9097043136379311,0.1666599175405511,0.4082400244225829,0.5178459615638844,0.3086341767723305,0.9129765858515638,0.00017473643309469822,0.16064859926700592
95,0.17199301321791133,0.41472040366723134,0.5258690118039437,0.31466554765217725,0.9099561576662025,0.16656015014373057,0.40811781404850556,0.5176909396530204,0.3088350951768414,0.9131123320201842,0.0001701179267328105,0.17399117350578308
96,0.17153387653506308,0.41416648407984813,0.5251655841672644,0.31418735909829243,0.9102080505476235,0.16620879447797945,0.4076871281730384,0.5171446214873072,0.3082470791453038,0.913504051231108,0.00016548104672500704,0.17248652875423431
97,0.171197019393086,0.4137596154690378,0.5246504644655497,0.31388724324638945,0.910393162698702,0.1657530251575106,0.40712777497673946,0.5164350908767285,0.3076831578046616,0.9137460409151804,0.00016083036911203823,0.14613835513591766
98,0.17063591880807522,0.41308100756156196,0.5237911320614145,0.3133696187215837,0.9107008892235295,0.1637072128587801,0.4046074799837246,0.5132381368643716,0.30548716615498916,0.9145637071385033,0.00015617048355122496,0.19458167254924774
99,0.1702603055630477,0.41262610867836236,0.5232151537136166,0.3130025599290532,0.9109069116472092,0.1638144606869265,0.40473999145985873,0.5134062255589428,0.3055323001990312,0.9145893830272428,0.0001515059887870209,0.12917453050613403
100,0.16995788236484602,0.4122594842630622,0.5227493070755866,0.3127088557082361,0.911072740575996,0.16365065795810316,0.40453758534665624,0.5131494766317253,0.30560378635904245,0.9147492081306274,0.00014684148811260715,0.1971021443605423
101,0.16952787613225992,0.4117376302115947,0.5220862941973518,0.3122995547060789,0.9113087463954275,0.16329484363687402,0.40409756697717697,0.512591320346165,0.30499192382256235,0.9148390174726736,0.00014218158482699723,0.13433071970939636
102,0.16901911288232033,0.4111193414111289,0.5213044273631137,0.3118419588683352,0.9115876886696165,0.16368067503362715,0.40457468412349673,0.5131965358386048,0.30549729634140227,0.9146811797691672,0.00013753087769213722,0.15433572232723236
103,0.1686118834284977,0.41062377357929203,0.5206752861824209,0.31146347702544214,0.911810476709281,0.1629309496753075,0.4036470607787297,0.5120198604167879,0.30470710049422506,0.9151625762717731,0.00013289395639448252,0.1758148968219757
104,0.16839997194927372,0.4103656563959437,0.5203475652797102,0.3112336734599112,0.9119269135565347,0.16283054701194632,0.40352267224029226,0.5118620755391641,0.3046720109246651,0.9151932960479348,0.00012827539701553152,0.19160014390945435
105,0.1679457093616505,0.4098117974895922,0.5196455663790346,0.3108656018475054,0.9121755501340959,0.16251837899594115,0.4031356831092246,0.511371185996974,0.30438389457147746,0.9153619185491818,0.00012367975751578596,0.13582518696784973
106,0.16753596316100086,0.40931157222951914,0.5190093868567871,0.3104151576489631,0.9123998687515288,0.16294936268064136,0.40366986843290814,0.5120487915624437,0.3048734294875523,0.9153528830286483,0.00011911157323659375,0.1937519758939743
107,0.1672619372721049,0.40897669526771924,0.5185881044739397,0.3101757883413459,0.912550280688775,0.16252376249692346,0.4031423600875049,0.5113796556374577,0.3042593883534369,0.9154076329760689,0.00011457535242431481,0.1480918824672699
108,0.16683202970471706,0.40845076778568684,0.5179184567022268,0.3097488591315964,0.9127853743142277,0.1623523318365235,0.40292968597079504,0.5111098819115151,0.3043964763256514,0.9155298078207732,0.00011007557178122639,0.1495279222726822
109,0.1666087468988017,0.40817734736117056,0.5175718497183475,0.3095309154366039,0.9129074454433275,0.16174486040143926,0.4021751613432128,0.5101527794523757,0.3036804268063674,0.9157185899769088,0.00010561667204755801,0.14072102308273315
110,0.16622509475467448,0.4077071188422818,0.5169762104074664,0.30919321816754125,0.9131176718000312,0.16126369857719242,0.40157651646627995,0.5093934079714214,0.302964383655239,0.9161342143241422,0.00010120305361901744,0.15047568082809448
111,0.1660637282820201,0.40750917570285466,0.5167262222381922,0.30897635424244235,0.9132058734440499,0.16083651874668223,0.40104428526869973,0.5087182811837552,0.30278160795367726,0.9162441010706946,9.683907220413095e-05,0.17426416277885437
112,0.1656581769208394,0.407011273702387,0.5160946206279903,0.30863854319660594,0.9134275619064788,0.16082238187172035,0.40102665980171487,0.5086959235599241,0.3026911030390529,0.9162955227288428,9.252903452568516e-05,0.14158596098423004
113,0.16528156019068194,0.4065483491427335,0.5155075548947642,0.30831007806725313,0.9136337401997393,0.16118436461212704,0.40147772617186006,0.5092680940581681,0.30315049558184115,0.9162221026139762,8.82771940705116e-05,0.17897437512874603
114,0.16500541988631115,0.40620859159588335,0.5150755303252997,0.3079903414604446,0.9137847989617014,0.1600382621054657,0.400047824772821,0.5074542869333664,0.3019219042053939,0.9167777470954807,8.408774689180864e-05,0.15109314024448395
115,0.1647813383284215,0.405932677088728,0.5147257317409497,0.30780374586811726,0.9139073711477036,0.16029566794262748,0.40036941434458684,0.5078622181773828,0.30197422669222584,0.9165661794937905,7.996482746814341e-05,0.13387398421764374
116,0.16461266502642355,0.405724863702514,0.514461580046347,0.3076102791380362,0.9139995984781873,0.15941741599478979,0.399271105885199,0.5064690314092556,0.3013285471846149,0.9169795368397455,7.591250462322115e-05,0.14118105173110962
117,0.16438805102460344,0.40544796339925476,0.5141120220839889,0.30739943711840295,0.9141221049536695,0.16074510318581925,0.4009302971662521,0.5085736890933488,0.302723400946925,0.9164483821642896,7.193477751044682e-05,0.1514657586812973
118,0.1640549486500614,0.40503697195448884,0.5135921802681431,0.30708459631775403,0.9143042738282493,0.15974365565519086,0.39967944112149534,0.5069869981455631,0.3016806187515245,0.9168197244065993,6.8035571666244e-05,0.1591184288263321
119,0.16381886976368162,0.4047454382246718,0.5132184573853164,0.30683593606918247,0.9144333965096116,0.1610298271192968,0.40128521916374743,0.5090239019879151,0.302888635305953,0.9164447915284083,6.421873513602404e-05,0.1580645889043808
120,0.16353862622659535,0.40439909276183517,0.5127811599886801,0.30660171012976356,0.914586185270228,0.1594115732981612,0.3992637891146168,0.5064597502024385,0.3012758699743095,0.9170702769951032,6.0488034676629977e-05,0.14298367500305176
121,0.16333277070170343,0.4041444923560179,0.5124572716182119,0.306392598442915,0.9146987404115268,0.15876274826595058,0.3984504338885209,0.5054280220671427,0.30068308884132383,0.9173711061924534,5.684715203900239e-05,0.13564838469028473
122,0.16319513818265843,0.4039741800940481,0.5122446575080607,0.3062397539615631,0.914774181402611,0.15969273674425677,0.39961573635713693,0.5069061896677515,0.30148573632576775,0.9171083287039888,5.3299680334735473e-05,0.1387205868959427
123,0.1628914451530258,0.40359812332693745,0.5117639161176196,0.3059305684480802,0.91493986485065,0.15887286787406565,0.3985885947616485,0.50560327693172,0.3007293588266199,0.9174297206752442,4.984912049010987e-05,0.13197901844978333
124,0.16272307666489647,0.4033894850698224,0.5115026798440767,0.30578636472736304,0.9150319329458002,0.15856182684947429,0.39819822557298556,0.5051080998403655,0.30034452929563027,0.917628982399313,4.649887779110116e-05,0.13270285725593567
125,0.16252198566674267,0.40314015635600314,0.5111867372556569,0.3055880781315717,0.9151416345799906,0.15840492418926344,0.39800116104009475,0.5048581266226015,0.300319350641399,0.9177323295449484,4.3252258522773466e-05,0.15648014843463898
