noise,snr_idx,CC_mean,CC_std,MSE_mean,MSE_std,RMSE_mean,RMSE_std,RRMSE_mean,RRMSE_std,CC_overall,MSE_overall,RMSE_overall,RRMSE_overall
ELPP,0,0.9794317483901978,0.022938283160328865,0.040664032101631165,0.04438461735844612,0.18118137121200562,0.08852870762348175,0.18118137121200562,0.08852870762348175,,,,
ELPP,1,0.9829903841018677,0.017416130751371384,0.03376002982258797,0.03390321135520935,0.16751934587955475,0.07548043131828308,0.16751934587955475,0.07548043131828308,,,,
ELPP,2,0.9857532382011414,0.012891924940049648,0.028378242626786232,0.025272997096180916,0.155973419547081,0.06364382803440094,0.155973419547081,0.06364382803440094,,,,
ELPP,3,0.9878195524215698,0.009684541262686253,0.024332251399755478,0.019092785194516182,0.14640849828720093,0.053821951150894165,0.14640849828720093,0.053821951150894165,,,,
ELPP,4,0.9893562197685242,0.0075294156558811665,0.021310219541192055,0.014897473156452179,0.1384936273097992,0.04614903777837753,0.1384936273097992,0.04614903777837753,,,,
ELPP,5,0.9905427098274231,0.00605070311576128,0.018968695774674416,0.011999521404504776,0.13171139359474182,0.04025919735431671,0.13171139359474182,0.04025919735431671,,,,
ELPP,6,0.9915074706077576,0.004991098772734404,0.017058944329619408,0.009917173534631729,0.12563320994377136,0.03571048006415367,0.12563320994377136,0.03571048006415367,,,,
ELPP,7,0.9923421144485474,0.004209039732813835,0.01540034357458353,0.008377844467759132,0.11986025422811508,0.032153740525245667,0.11986025422811508,0.032153740525245667,,,,
ELPP,8,0.9930887222290039,0.003614705288782716,0.013911708258092403,0.0072057512588799,0.11425359547138214,0.02928864024579525,0.11425359547138214,0.02928864024579525,,,,
ELPP,9,0.9937586188316345,0.0031556771136820316,0.012571967206895351,0.006299016997218132,0.10883739590644836,0.026951609179377556,0.10883739590644836,0.026951609179377556,,,,
ELPP,10,0.9943576455116272,0.0027955174446105957,0.011373339220881462,0.005589397624135017,0.10366613417863846,0.025033418089151382,0.10366613417863846,0.025033418089151382,,,,
ELPP,ALL,,,,,,,,,0.9891771078109741,0.02161179855465889,0.13577620685100555,0.13577620685100555
